# Selection : patch(Inlet)
# Faces  :    118
# Area   :    3.020701e-04
# Time        	sum(phi)
13631         	-1.510351e-03
13632         	-1.510351e-03
13633         	-1.510351e-03
13634         	-1.510351e-03
13635         	-1.510351e-03
13636         	-1.510351e-03
13637         	-1.510351e-03
13638         	-1.510351e-03
13639         	-1.510351e-03
13640         	-1.510351e-03
13641         	-1.510351e-03
13642         	-1.510351e-03
13643         	-1.510351e-03
13644         	-1.510351e-03
13645         	-1.510351e-03
13646         	-1.510351e-03
13647         	-1.510351e-03
13648         	-1.510351e-03
13649         	-1.510351e-03
13650         	-1.510351e-03
13651         	-1.510351e-03
13652         	-1.510351e-03
13653         	-1.510351e-03
13654         	-1.510351e-03
13655         	-1.510351e-03
13656         	-1.510351e-03
13657         	-1.510351e-03
13658         	-1.510351e-03
13659         	-1.510351e-03
13660         	-1.510351e-03
13661         	-1.510351e-03
13662         	-1.510351e-03
13663         	-1.510351e-03
13664         	-1.510351e-03
13665         	-1.510351e-03
13666         	-1.510351e-03
13667         	-1.510351e-03
13668         	-1.510351e-03
13669         	-1.510351e-03
13670         	-1.510351e-03
13671         	-1.510351e-03
13672         	-1.510351e-03
13673         	-1.510351e-03
13674         	-1.510351e-03
13675         	-1.510351e-03
13676         	-1.510351e-03
13677         	-1.510351e-03
13678         	-1.510351e-03
13679         	-1.510351e-03
13680         	-1.510351e-03
13681         	-1.510351e-03
13682         	-1.510351e-03
13683         	-1.510351e-03
13684         	-1.510351e-03
13685         	-1.510351e-03
13686         	-1.510351e-03
13687         	-1.510351e-03
13688         	-1.510351e-03
13689         	-1.510351e-03
13690         	-1.510351e-03
13691         	-1.510351e-03
13692         	-1.510351e-03
13693         	-1.510351e-03
13694         	-1.510351e-03
13695         	-1.510351e-03
13696         	-1.510351e-03
13697         	-1.510351e-03
13698         	-1.510351e-03
13699         	-1.510351e-03
13700         	-1.510351e-03
13701         	-1.510351e-03
13702         	-1.510351e-03
13703         	-1.510351e-03
13704         	-1.510351e-03
13705         	-1.510351e-03
13706         	-1.510351e-03
13707         	-1.510351e-03
13708         	-1.510351e-03
13709         	-1.510351e-03
13710         	-1.510351e-03
13711         	-1.510351e-03
13712         	-1.510351e-03
13713         	-1.510351e-03
13714         	-1.510351e-03
13715         	-1.510351e-03
13716         	-1.510351e-03
13717         	-1.510351e-03
13718         	-1.510351e-03
13719         	-1.510351e-03
13720         	-1.510351e-03
13721         	-1.510351e-03
13722         	-1.510351e-03
13723         	-1.510351e-03
13724         	-1.510351e-03
13725         	-1.510351e-03
13726         	-1.510351e-03
13727         	-1.510351e-03
